,playerId,season,name,team,position,situation,games_played,minutes/game,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,penalties,I_F_penalityMinutes,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_unblockedShotAttempts,Line_or_Pair
0,8471817,2022,Ryan Reaves,MIN,R,all,73,9.32,49.47,6.7,3.8,5,5,79,15,5,5,1,11,43,196,15,16,33,29,7,1.16,3.58,1.96,0,4,1,69,3rd line
1,8480950,2022,Ilya Lyubushkin,BUF,D,all,68,15.01,37.1,1.36,1.83,6,6,78,14,2,0,0,19,38,99,27,20,50,2,0,1.09,0.28,0.0,1,1,0,52,3rd pair
2,8475625,2022,Matt Irwin,WSH,D,all,61,13.04,69.79,2.44,3.85,1,2,140,5,2,4,0,12,36,117,9,18,97,5,0,1.98,0.46,0.0,2,0,0,102,3rd pair
3,8480860,2022,Kevin Bahl,NJD,D,all,42,14.02,32.17,1.21,1.81,2,4,79,8,2,5,0,11,25,64,8,12,46,1,0,1.13,0.08,0.0,1,1,0,47,3rd pair
4,8477952,2022,Robby Fabbri,DET,C,all,28,16.0,39.69,6.81,2.85,5,4,65,16,7,5,1,6,12,49,6,12,29,14,10,1.07,1.73,4.02,1,2,4,53,2nd line
5,8478047,2022,Michael Bunting,TOR,L,all,82,15.8,190.88,28.04,15.44,19,7,298,49,23,31,6,40,83,85,49,38,136,78,39,4.93,9.81,13.3,4,8,11,253,2nd line
6,8480113,2022,Alex Iafallo,LAK,L,all,59,16.3,123.75,14.72,8.92,13,9,218,36,14,12,3,10,20,27,28,9,110,45,15,3.34,5.58,5.8,3,7,4,170,2nd line
7,8473604,2022,Jonathan Toews,CHI,C,all,53,17.71,83.65,12.79,6.73,12,4,138,31,15,7,2,15,33,9,37,42,70,23,20,2.0,2.73,8.07,2,4,9,113,1st line
8,8473446,2022,Erik Johnson,COL,D,all,63,17.25,87.62,3.63,4.89,5,3,182,8,0,9,0,6,12,121,16,17,120,6,0,2.79,0.84,0.0,0,0,0,126,3rd pair
9,8478891,2022,Mason Appleton,WPG,C,all,41,16.02,66.72,7.51,4.58,6,5,109,16,5,5,2,4,8,47,12,11,58,29,6,1.76,3.51,2.23,0,2,3,93,2nd line
10,8474641,2022,Adam Henrique,ANA,C,all,62,18.18,131.88,18.69,10.01,9,7,224,38,22,12,5,11,22,28,26,34,102,52,23,3.1,6.51,9.07,5,7,10,177,1st line
11,8480028,2022,Morgan Frost,PHI,C,all,81,16.34,151.16,18.09,11.49,14,13,277,46,19,18,2,12,24,85,37,26,131,60,15,4.87,7.35,5.88,10,4,5,206,2nd line
12,8477018,2022,Ben Hutton,VGK,D,all,31,15.99,47.28,2.64,2.72,2,3,94,8,3,2,1,3,6,18,14,7,56,8,2,1.03,1.12,0.49,1,1,1,66,3rd pair
13,8478569,2022,Noel Acciari,TOR,C,all,77,14.31,104.58,17.13,8.21,5,4,168,23,14,12,4,9,21,244,33,13,69,54,21,2.93,6.77,7.42,1,4,9,144,2nd line
14,8478046,2022,Danton Heinen,PIT,L,all,65,10.76,91.25,9.96,6.47,9,5,163,22,8,10,5,6,12,76,24,16,82,32,11,2.43,3.96,3.57,0,2,6,125,3rd line
15,8475149,2022,Marcus Johansson,MIN,L,all,80,16.49,133.71,14.7,9.99,17,10,233,46,19,14,2,4,8,26,31,31,120,44,12,4.11,5.68,4.91,6,8,5,176,1st line
16,8476878,2022,Zemgus Girgensons,BUF,L,all,80,12.98,122.54,13.55,8.31,4,4,202,18,10,12,1,7,14,96,22,8,104,51,12,3.31,6.18,4.06,2,4,4,167,3rd line
17,8482660,2022,Kent Johnson,CBJ,C,all,79,14.52,123.75,12.47,8.88,17,7,221,40,16,9,1,7,14,15,26,40,111,43,13,3.86,5.0,3.61,7,6,3,167,2nd line
18,8477494,2022,Jonathan Drouin,MTL,L,all,58,14.91,67.78,7.56,4.78,14,13,125,29,2,9,1,9,18,29,31,19,57,22,11,1.71,2.74,3.11,1,0,1,90,2nd line
19,8477330,2022,Dominik Kubalik,DET,L,all,81,14.91,182.02,23.51,12.33,17,8,315,45,20,17,1,12,24,89,12,19,157,57,30,5.5,6.94,11.08,7,5,8,244,2nd line
20,8479520,2022,Brandon Duhaime,MIN,R,all,51,10.76,85.35,9.71,6.12,1,0,139,10,9,11,1,15,42,146,19,10,70,32,13,2.39,4.2,3.13,3,2,4,115,3rd line
21,8476439,2022,Brett Ritchie,ARI,R,all,50,10.05,63.41,5.18,4.12,2,3,111,13,8,1,1,11,25,77,10,18,72,10,7,1.99,1.24,1.96,2,3,3,89,3rd line
22,8474166,2022,Alec Martinez,VGK,D,all,77,19.22,81.15,4.32,5.01,4,7,197,14,3,5,1,13,29,48,29,30,102,10,5,1.9,1.12,1.3,1,1,1,117,2nd pair
23,8481704,2022,Juuso Parssinen,NSH,C,all,45,14.33,56.82,8.55,4.37,9,10,92,25,6,3,1,6,15,76,26,17,39,24,12,1.77,3.26,3.52,1,3,2,75,2nd line
24,8471303,2022,Alexander Edler,LAK,D,all,64,14.77,60.63,1.55,3.16,5,4,154,11,2,6,0,17,34,106,6,27,88,2,0,1.36,0.19,0.0,1,1,0,90,3rd pair
25,8476329,2022,Travis Boyd,ARI,C,all,82,16.53,99.02,13.95,9.03,9,10,168,34,15,13,3,13,26,39,35,34,65,53,16,2.46,6.68,4.8,5,5,5,134,1st line
26,8473449,2022,Kyle Okposo,BUF,R,all,75,14.67,137.97,15.34,9.42,8,9,241,28,11,23,0,18,34,78,28,22,127,46,17,3.89,5.32,6.13,2,4,5,190,2nd line
27,8475906,2022,John Klingberg,MIN,D,all,67,20.62,119.04,6.1,8.29,15,8,272,33,10,7,0,17,34,55,22,46,153,13,5,3.36,1.41,1.33,9,0,1,171,1st pair
28,8478397,2022,Rasmus Andersson,CGY,D,all,79,24.09,155.27,8.49,10.19,23,15,304,49,11,21,1,13,26,50,29,51,200,20,3,4.59,2.64,1.25,6,2,3,223,1st pair
29,8477499,2022,Rasmus Ristolainen,PHI,D,all,74,19.02,84.83,4.99,5.04,7,10,173,20,3,5,0,16,32,162,24,43,112,4,5,2.23,0.52,2.24,1,1,1,121,2nd pair
30,8477220,2022,Nate Schmidt,WPG,D,all,71,18.47,110.53,5.1,6.47,5,7,245,19,7,16,0,4,8,45,21,50,146,9,2,3.63,1.02,0.45,4,3,0,157,2nd pair
31,8474189,2022,Lars Eller,COL,C,all,84,14.79,138.82,13.15,9.14,8,5,268,23,10,17,2,22,46,93,40,36,134,44,13,4.2,5.37,3.58,2,4,4,191,2nd line
32,8482079,2022,Marco Rossi,MIN,C,all,19,12.52,15.25,1.64,1.09,1,0,28,1,0,1,0,4,8,6,5,2,14,6,1,0.61,0.73,0.3,0,0,0,21,3rd line
33,8478851,2022,Alexandre Carrier,NSH,D,all,43,17.89,46.81,2.93,3.02,4,3,99,9,2,9,1,12,27,57,14,12,58,7,2,1.6,0.91,0.42,1,0,1,67,2nd pair
34,8480336,2022,Sean Walker,LAK,D,all,70,14.83,89.5,5.03,5.06,5,5,185,13,3,9,0,18,36,77,13,32,114,11,3,2.85,1.22,0.96,3,0,0,128,3rd pair
35,8475793,2022,Ryan Johansen,NSH,C,all,55,15.76,91.34,15.96,8.13,10,6,154,28,12,13,4,15,32,49,20,21,59,46,23,2.23,5.52,8.22,2,4,6,128,2nd line
36,8480222,2022,Sebastian Aho,NYI,D,all,71,16.77,89.81,4.22,5.46,7,11,183,23,5,8,1,11,22,38,14,38,123,5,3,2.63,0.59,1.0,2,3,0,131,3rd pair
37,8480068,2022,Ryan Poehling,PIT,C,all,53,11.77,67.72,8.46,4.92,5,2,110,14,7,6,0,4,8,57,29,4,58,27,9,1.96,3.52,2.99,2,3,2,94,3rd line
38,8478178,2022,Darren Raddysh,TBL,D,all,17,16.48,21.1,0.99,1.31,1,1,47,3,1,4,0,2,4,25,3,9,30,1,0,0.85,0.14,0.0,1,0,0,31,3rd pair
39,8478463,2022,Anthony Beauvillier,VAN,L,all,82,16.27,168.55,18.67,12.37,14,8,285,40,18,13,3,11,24,78,32,34,148,70,15,5.59,8.08,4.99,5,8,5,233,2nd line
40,8480901,2022,Karson Kuhlman,WPG,C,all,47,11.84,57.92,6.83,3.99,1,3,114,7,3,5,0,4,8,41,15,12,51,15,11,1.54,2.09,3.21,1,0,2,77,3rd line
41,8475225,2022,Craig Smith,WSH,C,all,64,11.0,98.89,10.76,6.85,1,6,178,16,9,11,3,9,18,48,22,21,91,27,14,2.98,3.7,4.09,3,2,4,132,3rd line
42,8481477,2022,Nico Sturm,SJS,C,all,74,14.73,120.55,13.16,8.5,7,5,194,26,14,9,3,10,23,100,40,19,114,39,12,3.78,5.25,4.13,4,6,4,165,2nd line
43,8475287,2022,Erik Haula,NJD,L,all,80,16.63,173.29,22.08,11.9,15,12,295,41,14,15,2,21,47,92,49,30,148,62,26,5.04,7.86,9.18,3,6,5,236,1st line
44,8479336,2022,Carl Grundstrom,LAK,R,all,57,10.75,95.36,9.63,6.35,5,2,169,19,12,9,0,8,16,144,14,15,89,34,9,2.72,4.27,2.64,7,4,1,132,3rd line
45,8471214,2022,Alex Ovechkin,WSH,L,all,73,20.2,303.74,37.37,20.88,18,15,578,75,42,28,2,18,38,188,31,52,281,87,44,8.99,10.3,18.09,12,9,21,412,1st line
46,8477953,2022,Kasperi Kapanen,STL,R,all,66,13.68,107.06,9.62,6.57,14,5,175,34,15,11,1,9,18,99,17,20,106,25,13,3.04,2.88,3.69,4,5,6,144,2nd line
47,8481600,2022,Tobias Bjornfot,LAK,D,all,10,14.28,9.8,0.27,0.55,0,1,20,1,0,0,0,3,6,12,0,0,15,0,0,0.27,0.0,0.0,0,0,0,15,3rd pair
48,8470600,2022,Ryan Suter,DAL,D,all,82,20.38,104.26,3.96,6.15,9,13,236,25,3,5,0,13,26,81,23,45,144,4,3,2.7,0.52,0.74,2,0,1,151,1st pair
49,8479984,2022,Cal Foote,NSH,D,all,50,15.12,39.78,1.55,2.26,2,3,84,7,2,3,0,22,53,58,8,16,56,2,0,1.26,0.29,0.0,1,1,0,58,3rd pair
50,8475462,2022,Radko Gudas,FLA,D,all,72,17.36,110.33,4.06,6.08,7,8,246,17,2,12,0,35,79,312,20,36,155,6,2,2.88,0.71,0.48,2,0,0,163,3rd pair
51,8481554,2022,Kaapo Kakko,NYR,R,all,82,15.31,134.85,16.21,9.72,14,8,226,40,18,13,2,4,8,26,47,30,108,52,17,3.84,6.26,6.11,3,9,6,177,2nd line
52,8476891,2022,Matt Grzelcyk,BOS,D,all,75,17.23,102.25,3.97,5.89,9,13,201,26,4,7,1,14,28,51,13,33,142,7,0,3.08,0.89,0.0,4,0,0,149,3rd pair
53,8479368,2022,Max Jones,ANA,L,all,69,12.71,107.27,12.57,8.05,4,6,185,19,9,15,2,29,67,110,22,18,86,42,14,3.19,5.36,4.02,2,4,3,142,3rd line
54,8476921,2022,Jordan Martinook,CAR,L,all,82,15.63,177.57,20.54,12.77,15,6,306,34,13,29,3,29,61,81,45,20,163,65,20,5.37,7.99,7.18,3,5,5,248,2nd line
55,8480887,2022,Jordan Harris,MTL,D,all,65,18.65,66.26,3.88,3.95,5,8,158,17,4,5,1,13,26,53,18,29,80,14,1,1.95,1.72,0.21,2,2,0,95,2nd pair
56,8480806,2022,Isac Lundestrom,ANA,C,all,61,14.33,59.89,6.39,4.18,6,4,104,14,4,9,1,1,2,20,23,13,47,28,6,1.45,3.37,1.57,2,2,0,81,2nd line
57,8475177,2022,Calvin de Haan,CAR,D,all,53,13.53,71.9,2.94,4.22,4,6,153,12,2,6,2,10,20,84,15,17,95,5,2,1.88,0.59,0.46,2,0,0,102,3rd pair
58,8475913,2022,Mark Stone,VGK,R,all,43,19.38,114.23,17.71,9.65,13,8,190,38,17,10,4,5,10,31,47,22,69,56,27,2.57,6.83,8.31,5,6,6,152,1st line
59,8476988,2022,Matt Benning,SJS,D,all,77,19.78,59.09,2.86,3.57,13,10,156,24,1,5,0,13,26,102,18,43,81,4,2,1.77,0.42,0.68,1,0,0,87,2nd pair
60,8478402,2022,Connor McDavid,EDM,C,all,82,22.39,330.69,45.31,26.02,60,29,529,153,64,27,5,18,36,89,82,77,243,157,41,9.16,18.81,17.34,18,25,21,441,1st line
61,8482175,2022,JJ Peterka,BUF,R,all,77,13.65,134.16,14.32,9.73,13,7,238,32,12,10,2,12,26,18,22,19,117,49,14,4.26,5.94,4.13,5,4,3,180,2nd line
62,8478500,2022,Ivan Provorov,PHI,D,all,82,23.02,117.61,5.82,7.36,9,12,256,27,6,3,0,12,24,97,34,85,159,10,4,3.58,1.09,1.16,2,1,3,173,1st pair
63,8478115,2022,Pierre Engvall,NYI,L,all,76,13.64,133.49,14.59,9.34,8,5,249,30,17,10,3,8,21,47,25,38,116,52,12,3.64,6.84,4.11,5,7,5,180,2nd line
64,8477507,2022,Nikita Zadorov,CGY,D,all,82,18.69,120.57,6.06,6.84,4,3,268,21,14,12,0,31,70,174,31,57,162,8,4,3.78,1.09,1.2,10,3,1,174,2nd pair
65,8478438,2022,Tommy Novak,NSH,C,all,51,14.65,87.8,11.31,6.81,17,9,159,43,17,11,1,4,8,9,26,15,78,31,12,3.0,3.69,4.63,6,7,4,121,2nd line
66,8475167,2022,Victor Hedman,TBL,D,all,76,23.72,196.06,9.41,12.05,23,17,397,49,9,15,0,16,32,95,48,79,269,12,3,6.64,1.42,1.34,7,0,2,284,1st pair
67,8476326,2022,Josh Archibald,PIT,R,all,62,9.98,71.23,7.65,4.75,2,4,112,12,6,7,1,15,33,195,14,5,67,19,9,2.1,2.48,3.07,2,3,1,95,3rd line
68,8481535,2022,Nils Hoglander,VAN,L,all,25,12.06,30.72,2.48,1.93,4,2,58,9,3,1,1,3,6,21,9,9,31,6,3,0.97,0.75,0.76,1,0,2,40,3rd line
69,8478415,2022,Jakub Zboril,BOS,D,all,22,13.29,14.81,0.77,0.82,1,2,31,4,1,0,0,3,6,31,4,5,19,2,0,0.46,0.31,0.0,1,0,0,21,3rd pair
70,8479390,2022,Taylor Raddysh,CHI,R,all,78,16.57,136.01,20.33,10.71,8,9,224,37,20,8,3,8,16,82,33,29,96,58,27,3.08,7.42,9.82,5,4,11,181,1st line
71,8478099,2022,Kevin Labanc,SJS,R,all,72,14.33,123.15,10.96,8.71,13,5,251,33,15,7,2,18,36,70,37,26,135,28,10,4.53,3.61,2.82,8,3,4,173,2nd line
72,8477932,2022,Aaron Ekblad,FLA,D,all,71,23.39,197.72,16.17,13.28,15,9,376,38,14,25,3,28,58,77,29,65,236,31,15,5.64,3.8,6.73,3,4,7,282,1st pair
73,8478055,2022,Gustav Forsling,FLA,D,all,82,23.44,188.15,8.39,11.47,16,12,413,41,13,10,1,22,40,69,40,47,260,12,3,5.93,1.38,1.08,12,0,1,275,1st pair
74,8480289,2022,Morgan Barron,WPG,C,all,70,13.26,112.36,13.89,8.36,9,4,183,21,8,10,4,13,31,118,19,16,96,34,20,3.63,4.29,5.99,1,4,3,150,3rd line
75,8480056,2022,Jack Rathbone,VAN,D,all,11,14.23,11.73,0.56,0.55,0,1,28,2,1,0,0,1,2,7,2,6,13,3,0,0.19,0.37,0.0,0,1,0,16,3rd pair
76,8473986,2022,Alex Killorn,TBL,L,all,82,17.21,138.2,20.81,11.09,18,19,239,64,27,14,5,21,45,61,40,54,90,73,23,3.18,9.12,8.52,4,15,8,186,1st line
77,8478493,2022,Joel Eriksson Ek,MIN,C,all,78,18.99,253.64,32.78,20.52,22,16,397,61,23,31,5,22,44,119,44,14,198,97,41,5.06,12.27,15.46,1,9,13,336,1st line
78,8476913,2022,Devin Shore,EDM,C,all,47,8.96,35.66,4.17,2.59,6,2,61,9,1,2,0,2,4,46,14,12,31,12,5,1.34,1.53,1.31,0,1,0,48,3rd line
79,8481019,2022,David Gustafsson,WPG,C,all,46,10.1,40.32,3.98,2.58,5,1,72,6,0,5,0,3,6,25,14,9,38,11,6,1.01,1.34,1.63,0,0,0,55,3rd line
80,8482110,2022,Dawson Mercer,NJD,C,all,82,16.56,163.56,25.61,11.81,19,10,274,56,27,19,8,7,14,36,22,35,102,80,34,3.7,10.07,11.84,3,14,10,216,1st line
81,8479339,2022,Patrik Laine,CBJ,L,all,55,19.12,194.98,18.04,13.23,18,12,359,52,22,21,3,8,16,27,24,40,201,55,12,6.0,6.61,5.44,12,5,5,268,1st line
82,8478585,2022,Derek Ryan,EDM,C,all,80,11.17,91.66,11.95,6.51,4,3,150,20,13,12,1,14,28,54,43,15,67,39,16,2.33,5.27,4.34,3,6,4,122,3rd line
83,8478507,2022,John Marino,NJD,D,all,64,21.07,63.94,4.72,3.76,11,3,145,18,4,9,0,10,20,44,43,38,80,5,6,1.91,0.68,2.12,1,1,2,91,1st pair
84,8483570,2022,Ben Meyers,COL,C,all,39,9.6,36.95,6.81,3.17,0,0,61,4,4,1,0,3,6,25,11,3,19,20,9,0.74,2.83,3.25,1,2,1,48,3rd line
85,8475754,2022,Brock Nelson,NYI,C,all,82,18.44,217.67,29.32,16.39,24,15,418,75,36,25,3,12,24,50,48,40,186,76,36,6.79,8.73,13.8,15,8,13,298,1st line
86,8475825,2022,Jani Hakanp,DAL,D,all,82,19.33,89.16,3.55,5.1,5,5,211,16,6,4,0,27,60,224,13,51,121,9,0,2.54,1.01,0.0,3,3,0,130,2nd pair
87,8481122,2022,Simon Benoit,ANA,D,all,78,19.35,83.9,3.73,4.81,1,6,175,10,3,11,0,23,50,216,9,35,111,7,2,2.49,0.7,0.54,3,0,0,120,2nd pair
88,8481481,2022,Blake Lizotte,LAK,C,all,81,12.94,110.33,12.88,7.87,17,6,175,34,11,9,3,27,60,96,32,16,89,50,13,2.99,5.63,4.27,0,6,5,152,3rd line
89,8479992,2022,Michael Rasmussen,DET,C,all,56,15.09,91.18,14.92,7.4,13,6,150,29,10,14,1,20,43,119,18,8,64,41,16,2.53,5.36,7.02,3,2,5,121,2nd line
90,8475762,2022,Derek Forbort,BOS,D,all,54,17.73,37.89,1.6,2.14,5,2,103,12,5,2,1,10,23,106,14,24,51,3,1,0.99,0.35,0.26,3,1,1,55,2nd pair
91,8479365,2022,Trent Frederic,BOS,C,all,79,11.92,121.2,14.17,8.55,6,8,189,31,17,19,3,18,57,105,24,20,94,51,16,3.34,6.76,4.07,6,8,3,161,3rd line
92,8480823,2022,Alexander Alexeyev,WSH,D,all,32,16.45,35.78,1.18,2.13,2,3,72,5,0,4,0,2,4,33,3,16,49,2,0,1.0,0.18,0.0,0,0,0,51,3rd pair
93,8475714,2022,Calle Jarnkrok,TOR,C,all,73,14.38,111.4,14.43,8.15,11,8,197,39,20,10,5,7,14,50,21,12,87,50,16,3.03,6.21,5.2,5,8,7,153,2nd line
94,8476463,2022,Jonas Brodin,MIN,D,all,60,22.86,87.75,4.26,4.71,2,9,180,14,3,6,1,15,30,50,27,23,114,9,2,2.35,1.08,0.83,2,0,1,125,1st pair
95,8478414,2022,Timo Meier,NJD,R,all,78,19.39,341.55,38.86,25.12,17,9,600,66,40,37,6,21,43,154,58,65,314,110,41,11.35,12.94,14.57,10,19,11,465,1st line
96,8480830,2022,Andrei Svechnikov,CAR,R,all,64,18.05,226.94,24.46,16.1,18,14,411,55,23,28,5,29,61,140,35,49,231,61,26,7.74,7.49,9.23,10,6,7,318,1st line
97,8470638,2022,Patrice Bergeron,BOS,C,all,78,17.39,248.32,31.16,18.75,16,15,437,58,27,19,4,10,22,66,38,21,200,107,32,6.54,13.74,10.87,4,14,9,339,1st line
98,8471686,2022,Marc Staal,FLA,D,all,82,18.19,68.85,4.68,4.22,4,8,160,15,3,8,0,15,33,152,14,25,87,10,5,1.97,1.14,1.57,2,1,0,102,2nd pair
99,8481178,2022,Egor Zamula,PHI,D,all,14,13.39,6.8,0.15,0.37,2,2,21,4,0,2,0,1,2,9,2,9,10,0,0,0.15,0.0,0.0,0,0,0,10,3rd pair
100,8478399,2022,Jonas Siegenthaler,NJD,D,all,80,20.15,94.87,3.22,4.77,7,10,189,21,4,7,1,22,44,101,29,36,134,1,1,2.77,0.12,0.33,3,0,1,136,1st pair
101,8478431,2022,Evgeny Svechnikov,SJS,L,all,59,10.75,71.31,7.59,5.49,5,1,122,14,8,7,4,13,26,100,24,21,56,29,9,1.8,3.54,2.25,3,1,4,94,3rd line
102,8474027,2022,Justin Braun,PHI,D,all,51,14.98,45.56,1.88,2.47,2,0,100,2,0,2,0,8,19,47,10,10,66,1,1,1.16,0.08,0.64,0,0,0,68,3rd pair
103,8476399,2022,Blake Coleman,CGY,C,all,82,15.2,197.1,27.12,13.88,12,8,331,38,18,22,3,25,54,107,36,32,150,80,34,5.43,10.05,11.65,2,8,8,264,2nd line
104,8479514,2022,Rem Pitlick,MTL,C,all,46,12.92,36.89,5.7,2.8,6,3,57,15,6,3,0,11,22,23,12,31,30,15,6,1.41,2.06,2.23,3,2,1,51,3rd line
105,8475188,2022,Brayden McNabb,VGK,D,all,82,19.84,87.28,3.97,5.42,7,9,219,17,1,9,1,16,41,201,38,30,123,4,3,2.66,0.42,0.89,0,0,1,130,2nd pair
106,8481708,2022,Zac Jones,NYR,D,all,16,15.61,14.49,0.54,0.82,0,1,30,2,1,1,0,2,4,5,7,9,21,0,0,0.54,0.0,0.0,1,0,0,21,3rd pair
107,8476292,2022,Ondrej Palat,NJD,L,all,49,15.54,80.87,10.3,5.87,10,5,150,23,8,11,2,4,6,70,22,25,69,31,10,2.66,4.23,3.41,1,6,1,110,2nd line
108,8478462,2022,Nicolas Roy,VGK,C,all,65,16.3,104.59,15.86,9.21,12,4,178,30,14,8,5,12,24,83,45,13,70,46,23,2.55,6.08,7.22,2,5,7,139,2nd line
109,8477402,2022,Pavel Buchnevich,STL,L,all,63,19.45,132.32,16.3,10.51,28,13,227,67,26,14,1,13,26,54,35,31,110,59,12,3.95,7.08,5.27,10,11,5,181,1st line
110,8477496,2022,Elias Lindholm,CGY,C,all,80,18.65,194.36,26.94,14.87,25,17,342,64,22,22,4,7,14,98,42,33,167,65,34,5.19,8.11,13.64,3,9,10,266,1st line
111,8476851,2022,Alex Galchenyuk,COL,C,all,11,7.11,8.0,0.53,0.53,0,0,15,0,0,0,0,2,4,10,0,0,9,2,0,0.34,0.19,0.0,0,0,0,11,3rd line
112,8479442,2022,Troy Stecher,CGY,D,all,81,16.37,80.04,3.77,4.64,7,4,181,14,3,7,0,19,44,70,21,38,100,12,1,2.22,1.35,0.2,2,1,0,113,3rd pair
113,8475810,2022,Bryan Rust,PIT,R,all,81,17.9,223.56,27.18,17.51,15,11,364,46,20,41,4,14,31,98,37,58,179,88,34,6.22,11.05,9.91,3,9,8,301,1st line
114,8475191,2022,Reilly Smith,VGK,R,all,78,16.97,182.37,22.47,13.1,17,13,311,56,26,9,5,8,16,69,30,38,142,78,22,4.97,9.16,8.34,3,12,11,242,1st line
115,8478104,2022,Sammy Blais,STL,L,all,71,11.8,76.24,7.85,6.16,6,10,126,25,9,3,1,14,30,238,16,23,68,28,6,2.76,3.58,1.51,3,3,3,102,3rd line
116,8474590,2022,John Carlson,WSH,D,all,40,23.39,135.58,8.43,8.91,9,11,261,29,9,13,0,6,12,42,21,33,177,8,8,4.41,0.83,3.19,6,0,3,193,1st pair
117,8475797,2022,Jarred Tinordi,CHI,D,all,44,16.46,36.73,1.23,1.82,2,4,78,8,2,2,0,15,40,139,11,20,48,4,0,0.78,0.45,0.0,1,1,0,52,3rd pair
118,8477501,2022,Valeri Nichushkin,COL,R,all,53,20.27,151.13,20.48,11.41,15,15,257,47,17,17,1,1,2,54,31,26,140,53,17,4.9,6.47,9.11,2,6,9,210,1st line
119,8478474,2022,Lawson Crouse,ARI,L,all,77,17.76,153.48,19.75,10.73,13,8,259,45,24,13,1,16,35,194,32,32,127,62,17,4.5,8.17,7.08,8,10,6,206,1st line
120,8476483,2022,Rickard Rakell,PIT,R,all,82,18.44,249.86,33.01,20.35,13,19,436,60,28,29,7,8,16,141,29,42,193,108,38,6.27,13.14,13.6,4,15,9,339,1st line
121,8482964,2022,Arber Xhekaj,MTL,D,all,51,15.27,69.53,2.88,3.98,5,3,169,13,5,6,0,28,81,159,14,38,99,2,2,1.98,0.18,0.72,3,0,2,103,3rd pair
122,8478416,2022,Erik Cernak,TBL,D,all,70,19.24,80.61,3.98,4.77,5,9,166,16,2,5,0,20,43,209,21,31,109,10,1,2.38,1.0,0.6,0,1,1,120,2nd pair
123,8480070,2022,Ian Mitchell,CHI,D,all,35,15.84,22.11,0.88,1.4,2,5,50,8,1,2,0,4,8,16,8,14,33,0,0,0.88,0.0,0.0,1,0,0,33,3rd pair
124,8475218,2022,Mattias Ekholm,EDM,D,all,78,21.47,136.37,8.04,8.16,16,7,286,32,9,7,2,14,28,91,29,44,176,15,5,4.46,1.96,1.62,7,0,2,196,1st pair
125,8479999,2022,Casey Mittelstadt,BUF,C,all,82,15.73,132.96,14.36,9.27,26,18,228,59,15,10,2,6,12,30,50,42,125,36,17,4.51,4.21,5.64,6,4,5,178,2nd line
126,8480980,2022,Connor Dewar,MIN,C,all,81,10.96,92.26,9.53,5.83,6,6,169,18,6,8,1,12,30,124,18,10,76,40,8,2.45,5.02,2.06,1,4,1,124,3rd line
127,8479353,2022,Brett Howden,VGK,C,all,54,13.06,60.69,7.88,4.34,4,3,108,13,6,6,1,21,45,107,24,7,51,22,10,2.11,2.61,3.16,0,4,2,83,3rd line
128,8475181,2022,Nick Leddy,STL,D,all,78,21.12,82.08,4.2,4.78,13,8,164,23,2,7,0,11,20,43,43,34,105,11,2,2.44,1.21,0.56,2,0,0,118,1st pair
129,8480802,2022,Ryan McLeod,EDM,C,all,57,14.19,78.03,9.32,5.62,9,3,144,23,11,4,2,9,18,40,23,41,67,33,9,2.44,3.91,2.98,3,5,3,109,2nd line
130,8474090,2022,Brendan Smith,NJD,D,all,60,15.55,57.91,3.64,3.48,1,4,128,5,0,8,0,28,63,102,25,31,68,12,2,1.56,1.55,0.53,0,0,0,82,3rd pair
131,8474151,2022,Ryan McDonagh,NSH,D,all,71,21.53,82.29,4.84,5.23,10,8,178,20,2,7,0,11,22,63,47,59,106,11,4,2.29,1.39,1.16,1,1,0,121,1st pair
132,8480188,2022,Fabian Zetterlund,SJS,L,all,67,13.26,124.04,12.15,7.98,13,4,223,23,6,11,1,7,14,53,21,23,116,36,14,3.68,4.43,4.04,1,3,2,166,3rd line
133,8479576,2022,Vincent Desharnais,EDM,D,all,36,13.55,18.07,0.51,0.99,3,2,48,5,0,2,0,14,31,45,5,16,26,1,0,0.43,0.08,0.0,0,0,0,27,3rd pair
134,8478407,2022,Vince Dunn,SEA,D,all,81,23.67,151.95,9.75,10.17,24,26,335,64,14,14,0,26,55,115,50,54,203,16,7,5.67,1.67,2.41,11,3,0,226,1st pair
135,8470613,2022,Brent Burns,CAR,D,all,82,23.22,252.27,12.08,16.19,25,18,554,61,18,25,1,22,44,40,55,52,333,29,4,7.25,3.28,1.55,11,5,2,366,1st pair
136,8480855,2022,Jack McBain,ARI,C,all,82,13.98,87.54,12.2,6.69,9,5,151,26,12,10,4,26,64,304,26,30,68,38,13,2.89,5.06,4.25,1,3,8,119,2nd line
137,8480789,2022,Oliver Wahlstrom,NYI,R,all,35,12.17,69.19,5.79,4.65,2,7,140,16,7,7,1,13,32,50,12,11,76,16,5,2.42,1.79,1.58,2,2,3,97,3rd line
