,minutes/game,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_shotAttempts,I_F_points,I_F_rebounds,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_unblockedShotAttempts
255,12.55,70.31,8.65,4.96,112,18,2,20,22,55,28,9,1.86,3.4,3.39,1,2,4,92
256,19.02,247.68,34.44,18.14,449,84,27,25,54,191,120,32,7.2,13.98,13.26,8,14,12,343
257,15.22,134.84,16.31,9.46,239,39,7,32,36,117,49,17,3.74,6.12,6.44,5,6,5,183
258,14.73,92.02,14.33,7.7,152,29,7,24,27,60,40,25,2.46,4.85,7.03,3,5,2,125
259,13.72,88.38,11.97,6.73,141,20,9,26,18,70,29,21,2.6,3.61,5.76,3,3,5,120
260,10.34,75.8,9.38,6.15,122,14,7,26,19,51,33,14,1.81,4.01,3.57,0,3,2,98
261,12.37,74.08,8.54,5.78,116,26,8,21,18,64,23,10,2.2,2.8,3.54,3,4,3,97
262,15.15,49.88,2.19,2.87,99,12,4,18,14,66,8,0,1.3,0.89,0.0,2,0,0,74
263,17.11,60.74,3.52,3.8,139,12,4,24,25,78,6,4,1.65,0.72,1.15,3,1,1,88
264,10.54,40.54,4.83,2.97,72,4,3,7,2,32,18,5,0.83,2.22,1.78,1,0,1,55
265,12.62,105.13,14.56,8.29,178,25,16,34,11,68,60,14,2.38,7.38,4.8,0,5,3,142
266,16.62,16.85,0.48,0.91,37,2,2,3,4,25,0,0,0.48,0.0,0.0,0,0,0,25
267,13.49,19.57,1.91,1.37,30,5,2,5,1,20,5,2,0.82,0.63,0.45,0,1,0,27
268,16.88,59.6,9.8,4.52,118,21,8,16,22,41,24,15,1.37,2.95,5.49,1,2,4,80
269,16.57,47.61,5.9,3.94,78,15,4,15,9,36,18,7,1.19,2.59,2.12,2,3,2,61
270,21.7,120.88,6.77,7.9,242,41,8,20,65,154,15,5,3.37,1.79,1.6,2,2,0,174
271,12.59,111.48,15.45,9.28,172,25,13,19,8,72,46,26,2.54,5.84,7.07,4,6,6,144
272,14.96,86.15,10.62,6.49,149,28,13,21,22,75,31,13,3.16,3.87,3.59,3,4,3,119
273,17.79,89.35,5.45,5.88,215,34,3,14,24,112,14,4,2.51,1.76,1.17,2,4,1,130
274,13.03,93.91,9.97,6.54,156,19,5,23,19,91,27,12,3.07,3.3,3.6,6,3,3,130
275,11.53,91.6,12.56,7.06,161,17,11,4,18,73,43,13,2.27,5.2,5.09,1,3,7,129
276,19.47,72.71,3.74,4.34,148,16,5,19,45,96,6,3,2.05,0.64,1.05,2,1,0,105
277,15.59,57.21,6.3,4.07,102,18,7,10,15,58,18,5,2.29,1.97,2.04,1,1,3,81
278,23.0,124.0,5.42,7.7,256,27,11,59,49,175,5,3,3.69,0.86,0.87,4,0,0,183
279,12.44,69.82,9.89,5.8,102,15,10,11,6,40,35,14,1.45,4.59,3.86,0,4,2,89
280,12.23,130.62,12.71,9.11,227,16,9,24,20,127,37,14,4.36,4.6,3.75,2,3,0,178
281,15.92,87.42,11.79,6.79,148,19,13,40,17,63,39,16,2.15,4.8,4.84,3,3,4,118
282,22.34,108.11,4.27,7.06,253,31,11,23,36,154,9,0,3.31,0.96,0.0,4,1,0,163
283,24.45,114.99,6.62,7.97,252,34,17,42,73,148,16,3,3.59,1.83,1.19,3,3,2,167
284,16.86,86.95,12.31,7.56,144,28,10,20,34,61,35,19,2.14,4.56,5.61,0,5,5,115
285,19.45,90.43,3.59,5.13,235,22,6,25,55,130,2,2,2.54,0.35,0.7,2,0,0,134
286,19.14,81.06,3.38,4.61,173,8,4,16,40,110,5,2,2.15,0.61,0.62,2,0,0,117
287,17.14,233.4,26.0,15.73,432,57,21,40,30,229,63,28,7.19,8.03,10.78,9,6,13,320
288,14.85,73.02,8.11,4.88,123,18,8,18,14,64,26,8,1.79,3.28,3.04,0,2,3,98
289,19.07,90.32,4.0,4.99,194,23,4,30,40,117,6,4,2.07,0.85,1.08,5,0,2,127
290,14.02,70.78,9.47,4.67,124,18,2,25,18,53,27,14,1.71,3.29,4.46,0,1,2,94
291,14.72,114.51,13.26,8.63,204,33,11,21,32,94,39,19,2.93,5.12,5.21,2,1,4,152
292,9.1,16.01,1.57,1.14,32,1,1,4,6,14,6,2,0.4,0.67,0.51,0,0,1,22
293,13.46,14.63,1.36,1.14,23,3,0,4,5,12,6,1,0.28,0.86,0.23,0,0,0,19
294,19.92,102.79,6.6,5.61,231,24,5,31,56,133,12,4,2.82,1.49,2.28,4,1,3,149
295,14.42,4.0,0.15,0.26,21,4,0,2,6,6,0,0,0.15,0.0,0.0,0,0,0,6
296,19.01,255.18,28.32,19.2,471,66,30,44,39,224,96,25,7.64,11.32,9.35,6,12,9,345
297,12.13,39.43,3.04,2.54,67,14,3,8,13,39,13,1,1.14,1.6,0.3,4,1,1,53
298,16.31,90.37,4.1,5.19,195,16,12,6,32,118,9,2,2.53,0.92,0.64,4,1,1,129
299,12.83,71.18,8.39,5.15,131,18,4,17,11,57,30,8,2.08,3.86,2.45,4,7,2,95
300,18.43,158.43,19.64,12.02,284,65,8,41,47,137,60,17,4.75,7.56,7.33,9,5,7,214
301,11.92,16.66,0.84,1.07,42,3,1,5,1,21,3,0,0.46,0.38,0.0,0,0,0,24
302,8.33,19.46,1.16,1.15,51,6,1,6,8,25,1,2,0.4,0.14,0.62,1,0,0,28
303,12.33,155.18,21.42,14.83,236,36,32,27,31,114,63,31,3.31,8.32,9.79,3,6,4,208
304,11.21,44.4,1.74,2.72,97,10,3,9,7,65,2,0,1.55,0.19,0.0,3,1,0,67
305,19.39,98.72,4.41,5.83,218,17,3,33,45,138,7,2,2.99,0.76,0.66,2,0,1,147
306,19.72,128.3,6.49,7.18,257,18,8,33,36,171,8,4,4.13,1.12,1.24,7,1,1,183
307,14.62,39.97,3.11,2.41,80,3,4,21,22,49,2,5,1.38,0.25,1.48,1,0,0,56
308,11.57,76.57,7.49,5.28,137,10,3,13,13,67,30,7,1.95,3.67,1.87,1,2,1,104
309,17.36,40.74,1.71,2.41,92,5,3,5,13,56,2,1,1.17,0.22,0.31,2,0,0,59
310,16.71,71.29,3.35,4.13,149,16,7,10,31,92,6,2,1.98,0.66,0.72,2,0,0,100
311,16.02,23.69,1.1,1.21,47,1,4,2,6,31,2,1,0.56,0.27,0.28,0,0,0,34
312,8.07,24.34,3.16,1.68,42,3,1,5,2,20,7,6,0.58,0.77,1.81,1,0,2,33
313,11.89,93.45,8.62,6.99,163,16,10,30,10,91,25,10,2.99,3.19,2.44,0,1,3,126
314,17.72,189.32,29.37,15.95,338,77,29,32,57,135,96,32,4.77,11.37,13.23,5,13,10,263
315,15.68,63.24,8.72,4.54,131,49,4,23,46,48,22,15,1.51,2.76,4.45,2,5,4,85
316,14.54,111.49,13.67,8.28,189,21,14,35,28,86,46,17,2.77,6.09,4.8,2,3,1,149
317,11.65,69.03,7.58,4.78,117,9,8,25,12,61,22,10,1.88,2.7,3.0,1,1,4,93
318,13.75,6.6,0.62,0.34,14,1,0,1,1,7,1,1,0.15,0.1,0.36,0,0,1,9
319,19.32,238.76,28.62,19.32,410,64,22,55,64,209,97,27,7.3,11.41,9.91,6,8,8,333
320,17.51,99.54,3.37,5.46,211,20,4,27,40,140,3,0,2.88,0.49,0.0,3,0,0,143
321,12.89,97.45,12.98,7.2,157,15,17,20,7,72,39,20,2.42,4.72,5.85,0,3,6,131
322,16.36,75.69,2.88,4.47,167,20,8,14,23,110,3,1,2.12,0.32,0.44,2,1,0,114
323,16.35,78.28,2.77,4.42,177,22,6,11,33,113,1,3,1.78,0.16,0.83,4,0,0,117
324,13.81,90.61,9.52,6.75,140,19,5,11,36,75,35,11,2.13,4.11,3.28,3,4,2,121
325,19.33,76.23,3.63,4.63,174,35,3,25,48,101,6,3,2.22,0.7,0.71,5,1,1,110
326,20.91,97.35,4.94,5.9,218,17,4,25,48,134,7,1,3.35,0.74,0.85,1,0,0,142
327,20.64,80.75,4.06,4.92,189,25,5,36,40,113,4,3,2.66,0.56,0.84,1,0,0,120
328,10.09,75.82,6.95,5.35,131,12,4,13,8,77,23,7,2.29,2.85,1.82,1,4,1,107
329,18.29,161.65,18.25,10.39,278,43,15,35,42,147,51,21,3.97,6.25,8.03,4,8,6,219
330,19.34,104.98,13.36,7.79,175,65,6,67,40,93,40,11,3.76,4.75,4.84,9,4,5,144
331,17.19,114.47,15.51,8.79,202,56,9,17,36,89,47,20,3.25,5.67,6.59,6,6,4,156
332,18.52,149.32,7.86,9.84,380,40,7,66,73,200,14,5,4.58,1.6,1.67,3,2,3,219
333,15.67,145.01,12.55,9.95,261,34,9,19,41,146,37,15,4.66,4.08,3.81,4,7,3,198
334,15.62,215.42,23.26,15.72,358,45,16,56,20,209,67,23,6.61,8.06,8.58,6,6,8,299
335,15.4,99.2,3.87,5.78,205,20,9,27,28,140,6,0,3.04,0.83,0.0,4,1,0,146
336,16.46,27.75,0.84,1.42,58,2,1,7,10,40,0,0,0.84,0.0,0.0,0,0,0,40
337,11.61,68.49,8.8,4.89,135,21,10,22,28,49,37,8,1.81,4.41,2.58,2,6,2,94
338,11.17,26.44,2.84,1.86,47,5,5,13,4,24,10,3,0.83,1.24,0.77,2,1,0,37
339,18.63,67.75,2.96,4.72,135,24,3,11,24,94,3,1,2.44,0.31,0.21,4,0,1,98
340,12.81,146.3,13.03,10.47,261,36,17,36,27,149,38,12,4.88,4.69,3.45,4,5,5,199
341,17.47,78.49,3.55,4.64,179,18,10,34,37,107,5,2,2.38,0.64,0.53,1,0,0,114
342,10.57,49.76,3.88,3.1,85,7,4,13,9,49,17,3,0.95,2.15,0.78,0,3,0,69
343,11.7,52.79,4.15,3.34,90,9,3,20,11,52,15,3,1.59,1.82,0.74,2,2,2,70
344,19.56,252.74,27.39,17.99,465,79,25,56,47,265,57,26,8.46,6.71,12.21,9,9,14,348
345,24.38,154.24,9.73,11.14,331,72,10,88,74,193,19,8,5.38,1.87,2.48,4,4,4,220
346,14.49,55.36,6.8,3.37,107,19,4,19,29,44,21,7,1.37,2.96,2.47,1,0,1,72
347,18.54,301.38,32.92,22.8,516,87,20,70,37,270,95,39,8.72,11.75,12.45,10,16,14,404
348,17.13,144.81,17.84,10.08,244,48,12,65,27,126,54,20,4.4,6.96,6.47,4,6,4,200
349,12.22,44.01,4.43,2.98,92,10,4,12,13,47,10,4,1.69,1.27,1.48,3,0,1,61
350,21.49,107.02,5.38,6.31,269,37,11,42,36,146,8,2,3.38,1.03,0.98,4,1,1,156
351,17.6,206.62,26.01,15.59,361,72,18,18,37,159,88,25,5.33,10.84,9.83,5,7,11,272
352,12.43,53.87,6.47,3.94,87,10,5,13,3,46,19,7,1.63,2.35,2.49,3,1,2,72
353,19.57,60.65,2.78,3.76,126,13,6,12,71,86,5,1,1.78,0.61,0.39,1,1,0,92
354,23.19,141.3,9.0,9.2,300,53,15,31,65,171,26,6,4.14,2.9,1.96,4,3,3,203
355,16.49,106.98,11.97,7.94,181,30,8,19,29,94,38,13,2.78,4.78,4.4,1,3,4,145
356,16.3,35.5,1.42,2.21,93,15,4,5,34,50,2,0,1.22,0.2,0.0,3,1,0,52
357,16.68,216.72,19.93,13.71,354,41,25,21,34,214,62,17,5.94,7.28,6.71,8,5,9,293
358,10.28,12.8,1.14,0.85,20,1,1,4,3,14,3,1,0.5,0.41,0.23,0,0,0,18
359,19.95,126.87,5.71,6.9,290,26,8,23,47,172,9,2,3.93,0.95,0.82,6,1,1,183
360,23.6,37.21,1.79,2.35,77,8,2,14,9,48,6,0,1.1,0.69,0.0,0,3,0,54
361,8.58,8.18,0.84,0.66,13,1,1,5,0,7,4,0,0.3,0.53,0.0,1,0,0,11
362,16.17,32.14,2.28,1.94,78,9,3,3,22,35,6,3,0.62,0.79,0.87,0,0,0,44
363,21.66,91.18,4.64,5.44,188,20,5,18,31,118,13,1,2.68,1.65,0.31,3,2,0,132
364,16.55,109.09,9.23,7.5,206,39,5,31,17,111,27,9,3.45,3.11,2.67,6,5,2,147
365,10.92,110.58,10.65,7.86,198,21,7,29,24,105,35,10,3.85,4.2,2.6,4,6,3,150
366,16.99,145.18,15.52,10.85,241,45,13,59,42,118,61,12,4.55,7.45,3.52,9,4,3,191
367,16.37,39.56,4.45,2.97,68,15,3,13,14,30,16,6,1.12,1.87,1.46,0,3,4,52
368,20.55,267.69,30.48,20.29,489,102,27,56,47,257,83,33,8.46,10.07,11.95,11,14,14,373
369,9.59,51.31,6.14,3.58,83,9,7,11,18,39,22,7,1.31,2.77,2.06,2,0,1,68
370,12.13,72.88,8.37,5.49,130,14,8,23,7,58,32,8,2.21,3.82,2.34,3,2,2,98
371,13.46,98.84,10.54,6.41,158,28,8,16,26,97,25,11,2.98,2.97,4.59,5,5,5,133
372,11.63,82.69,9.26,6.68,139,15,12,17,8,65,31,12,2.12,3.85,3.29,2,2,1,108
373,17.91,76.86,4.26,4.4,154,18,1,11,37,102,5,3,2.37,0.7,1.19,5,0,1,110
374,20.65,215.55,29.06,17.09,355,70,20,38,37,180,86,35,6.02,10.41,12.64,11,17,10,301
375,17.45,92.65,3.73,5.35,204,11,10,19,42,125,6,2,2.37,0.82,0.54,1,1,0,133
376,12.11,169.19,15.63,10.86,276,27,19,16,33,170,36,20,4.51,5.0,6.12,4,5,4,226
377,16.14,9.51,0.34,0.53,19,1,0,3,9,13,1,0,0.25,0.09,0.0,1,0,0,14
378,18.15,32.55,1.14,1.93,66,11,3,2,13,45,2,0,0.93,0.21,0.0,3,0,0,47
379,16.96,51.46,3.19,3.11,119,3,6,19,25,61,10,2,1.33,1.28,0.58,0,1,0,73
380,14.64,41.03,1.56,2.57,105,8,1,6,14,58,3,0,1.26,0.3,0.0,1,0,0,61
381,16.04,124.22,14.91,8.11,207,38,15,42,21,110,46,12,3.5,5.38,6.03,5,7,7,168
382,9.64,65.38,6.64,4.7,114,15,2,14,16,61,22,6,2.01,2.82,1.8,1,4,3,89
383,11.8,89.23,11.58,6.48,151,22,7,12,13,58,48,13,1.84,6.04,3.7,4,5,4,119
384,12.07,25.52,5.78,2.24,39,9,0,4,3,15,11,8,0.51,1.36,3.91,1,0,5,34
