,name,minutes/game,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_shotAttempts,I_F_points,I_F_rebounds,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_unblockedShotAttempts
421,Cole Smith,13.63589744,57.79,8.39,4.24,97,16,8,13,17,42,24,11,1.48,3.07,3.83,1,2,2,77
422,Hugh McGing,8.38,2.86,0.55,0.27,5,0,0,3,1,1,2,1,0.01,0.34,0.2,0,0,0,4
423,Max Lajoie,9.525,0.0,0.0,0.0,5,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0
424,Simon Edvinsson,14.64166667,1.42,0.08,0.08,4,1,0,0,1,2,0,0,0.08,0.0,0.0,0,0,0,2
425,Mario Ferraro,22.41416667,62.27,3.63,3.72,140,11,4,10,13,76,7,6,1.41,0.69,1.54,1,0,0,89
426,Rasmus Sandin,22.09166667,44.12,2.65,2.81,103,11,6,12,20,56,4,2,1.49,0.59,0.56,0,0,0,62
427,Steven Lorentz,8.59,26.08,2.76,1.82,47,3,4,8,2,19,11,3,0.64,1.37,0.75,1,0,0,33
428,Luke Glendening,11.66747967,26.32,2.96,1.95,53,6,2,5,1,22,12,3,0.75,1.49,0.72,3,2,0,37
429,Dylan Cozens,16.66754386,97.47,11.83,7.28,181,20,17,11,22,81,36,14,2.92,4.43,4.47,3,2,1,131
430,Jordan Greenway,16.5797619,41.03,4.21,2.71,72,10,0,10,12,41,9,6,1.22,1.25,1.75,1,0,2,56
431,Joe Snively,8.344444444,0.0,0.0,0.0,2,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
432,Tanner Pearson,13.47654321,50.75,5.06,3.14,81,8,5,6,15,48,13,7,1.31,1.49,2.26,2,0,2,68
433,Mika Zibanejad,19.30042735,109.95,10.22,7.37,188,39,9,23,19,119,26,8,3.84,3.09,3.29,6,4,4,153
434,Nathan MacKinnon,22.99430894,184.5,18.67,12.92,346,66,15,21,46,183,54,17,5.72,6.24,6.71,4,9,9,254
435,Joel Eriksson Ek,20.76282051,154.94,21.92,13.16,231,26,20,18,9,114,49,35,2.81,6.47,12.64,3,3,9,198
436,Barrett Hayton,18.61666667,35.05,3.77,3.24,61,4,4,4,5,28,15,3,0.99,1.99,0.79,0,1,1,46
437,Simon Benoit,15.07173913,17.43,0.52,0.88,44,0,1,8,6,23,2,0,0.33,0.2,0.0,0,0,0,25
438,Nils Lundkvist,14.94712644,33.63,1.07,1.91,80,10,4,2,10,48,1,0,0.98,0.09,0.0,0,0,0,49
439,Pierre Engvall,15.11351351,60.81,7.92,4.39,117,14,7,10,17,51,16,14,1.5,2.14,4.29,1,2,2,81
440,Justin Danforth,15.7300813,66.17,9.73,5.58,116,18,5,18,9,48,32,12,1.82,4.14,3.78,1,6,2,92
441,Givani Smith,7.738461538,24.57,2.52,1.78,43,3,6,4,6,21,7,4,0.49,0.95,1.08,1,0,0,32
442,Jacob Bryson,9.433333333,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
443,Emil Heineman,9.055555556,0.5,0.1,0.05,3,0,0,0,1,0,1,0,0.0,0.1,0.0,0,0,0,1
444,Logan Cooley,16.11710526,67.02,6.54,5.12,119,18,4,14,22,63,19,8,2.05,2.36,2.12,0,2,1,90
445,J.J. Moser,19.59351852,33.88,2.54,2.35,86,15,4,11,13,42,4,4,0.86,0.52,1.16,0,1,2,50
446,Brayden Point,20.30487805,113.48,17.6,9.2,196,42,9,14,18,90,34,28,3.3,3.98,10.33,6,6,7,152
447,Kent Johnson,13.73666667,38.6,3.04,2.57,72,13,5,12,4,43,6,4,1.28,0.61,1.15,3,0,3,53
448,Matty Beniers,18.2474359,67.35,7.9,4.97,148,18,9,23,17,66,20,9,2.19,2.38,3.33,1,2,2,95
449,Ryan Shea,12.46212121,12.15,0.39,0.66,28,0,1,5,6,18,0,0,0.39,0.0,0.0,0,0,0,18
450,Sean Monahan,18.3965812,80.25,10.89,7.13,140,23,6,14,22,63,27,18,2.0,3.54,5.35,1,3,6,108
451,Fredrik Olofsson,10.33547009,30.65,4.58,2.17,50,8,4,13,3,22,13,6,0.8,1.57,2.21,1,2,0,41
452,Charlie Coyle,17.81367521,76.73,11.84,5.28,124,30,4,25,16,62,22,16,2.23,2.8,6.8,2,6,6,100
453,Jacob Bernard-Docker,15.60287356,15.43,0.58,0.79,47,7,3,5,17,20,2,0,0.27,0.31,0.0,3,0,0,22
454,Noel Acciari,12.92135417,36.49,4.04,2.79,65,4,4,13,3,30,20,2,1.13,2.43,0.48,0,2,1,52
455,Zack MacEwen,5.738888889,9.22,0.5,0.46,16,2,1,4,3,11,2,0,0.24,0.27,0.0,1,0,0,13
456,Emil Bemstrom,13.41474359,45.68,4.65,2.86,86,10,2,3,5,45,14,4,1.5,1.59,1.57,0,2,2,63
457,Ryan Johansen,14.07073171,59.21,10.41,4.35,95,16,5,12,15,41,22,14,1.14,2.8,6.47,0,6,5,77
458,Jesper Fast,13.55135135,41.75,6.03,3.27,70,11,5,13,8,31,20,7,1.22,2.75,2.06,1,1,2,58
459,Will Cuylle,11.29316239,57.31,6.84,3.87,104,11,10,3,5,49,18,9,1.79,2.29,2.76,1,5,1,76
460,Kurtis MacDermid,4.657407407,7.13,1.0,0.63,10,2,2,2,4,5,3,1,0.31,0.35,0.33,1,1,0,9
461,Tyler Johnson,15.21285714,66.39,8.68,5.23,104,13,8,12,12,54,20,13,1.57,2.56,4.56,2,1,6,87
462,Blake Coleman,16.71833333,98.37,12.02,6.57,175,30,9,27,21,93,28,11,2.87,3.92,5.24,5,5,5,132
463,Mitchell Marner,21.41081081,99.62,11.5,6.8,192,40,6,29,26,91,29,13,3.02,3.62,4.86,5,4,6,133
464,Matt Dumba,20.11171171,45.94,2.89,3.07,97,5,5,4,21,57,8,2,1.45,0.96,0.48,1,1,0,67
465,Jonatan Berggren,10.13888889,10.86,1.01,0.76,17,5,1,3,0,11,3,1,0.35,0.36,0.29,0,1,1,15
466,Justin Bailey,12.29035088,21.61,1.97,1.51,43,6,0,6,3,20,9,1,0.42,1.11,0.43,2,0,0,30
467,Derek Ryan,10.40462963,27.41,2.84,2.09,42,8,4,17,11,23,11,3,0.69,1.41,0.73,0,2,1,37
468,Oliver Wahlstrom,11.47719298,23.15,1.95,1.6,53,5,3,4,4,24,7,1,0.76,0.96,0.23,2,0,0,32
469,Justin Faulk,22.40857143,77.63,6.09,4.46,154,17,6,19,17,90,12,6,2.18,1.61,2.3,1,0,1,108
470,Chris Tanev,19.06801802,29.1,0.72,1.42,59,7,1,11,24,41,1,0,0.61,0.12,0.0,1,0,0,42
471,Tim Sttzle,21.77428571,107.01,11.19,7.3,199,34,12,22,32,105,31,8,3.98,4.21,3.0,2,4,1,144
472,Jakob Chychrun,22.77761905,90.63,4.91,5.6,196,25,4,8,36,116,10,3,2.54,1.04,1.33,5,2,0,129
473,Ryan Pulock,22.788,34.26,1.12,1.78,85,6,7,11,13,49,0,0,1.12,0.0,0.0,2,0,0,49
474,Fabian Zetterlund,18.06583333,101.74,10.1,7.13,194,17,8,16,13,93,37,10,2.68,4.64,2.77,3,7,1,140
475,Emil Andrae,13.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
476,John Ludvig,11.57105263,12.64,0.64,0.76,26,1,2,2,6,16,2,0,0.37,0.26,0.0,0,0,0,18
477,Daemon Hunt,10.76833333,6.92,0.3,0.43,16,1,2,1,2,10,0,0,0.3,0.0,0.0,0,0,0,10
478,Nick Bonino,12.47149123,29.54,3.36,2.12,56,5,5,10,4,27,10,4,0.83,1.29,1.24,1,0,0,41
479,Scott Laughton,15.27625,81.15,6.85,5.03,135,17,8,9,12,85,15,10,1.99,2.04,2.82,2,0,1,110
480,Tage Thompson,18.63888889,103.74,8.77,7.02,196,25,9,15,8,108,31,3,3.85,3.63,1.29,5,5,2,142
481,Adam Larsson,23.87991453,74.59,4.6,4.39,164,11,9,6,11,91,9,4,2.16,1.24,1.2,1,1,0,104
482,Adam Ruzicka,10.30050505,33.27,2.38,2.4,65,9,3,3,9,37,5,3,1.01,0.52,0.85,3,0,0,45
483,Tommy Novak,14.36034483,55.18,6.52,4.27,98,19,6,20,12,47,21,8,1.67,2.53,2.33,1,4,1,76
484,Carl Grundstrom,11.56481481,71.83,6.86,4.8,134,11,10,8,10,77,17,7,2.4,2.2,2.25,4,2,1,101
485,Alex Ovechkin,19.45,138.11,13.75,9.48,283,26,17,13,22,143,33,13,4.37,4.09,5.29,2,3,3,189
486,Travis Hamonic,14.96380952,38.83,0.99,1.69,83,5,1,9,20,55,1,0,0.89,0.1,0.0,2,0,0,56
487,Noah Cates,14.41825397,19.5,1.89,1.53,38,4,4,14,2,22,4,3,0.59,0.48,0.83,0,0,1,29
488,Ben Meyers,9.561111111,7.48,0.69,0.53,15,1,2,1,1,7,4,0,0.22,0.48,0.0,0,1,0,11
489,Patrick Brown,8.486666667,5.77,0.53,0.37,12,1,1,0,0,7,1,1,0.22,0.09,0.22,0,0,0,9
490,Max Willman,11.38333333,4.64,0.26,0.25,9,1,0,0,0,4,2,0,0.08,0.18,0.0,0,1,0,6
491,Miles Wood,13.04487179,86.12,11.26,5.59,142,12,11,21,9,69,34,12,2.21,3.96,5.09,2,1,3,115
492,Jack Hughes,20.5109375,128.57,13.39,9.52,266,45,17,34,38,132,37,12,4.05,4.3,5.04,7,3,5,181
493,Thomas Chabot,24.03974359,33.74,1.89,1.96,77,8,1,8,9,44,2,1,1.09,0.2,0.6,0,0,0,47
494,Olle Lycksell,6.183333333,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
495,Philippe Myers,13.12916667,5.47,0.15,0.26,15,0,1,0,0,8,0,0,0.15,0.0,0.0,0,0,0,8
496,Brenden Dillon,18.74230769,38.3,1.29,1.85,103,13,5,4,14,52,2,1,0.87,0.21,0.21,4,1,0,55
497,Wyatt Kaiser,16.66811594,11.94,0.38,0.62,36,4,2,5,17,15,2,0,0.21,0.17,0.0,0,0,0,17
498,Jason Zucker,14.4591954,74.72,8.91,5.29,129,12,9,11,19,72,23,8,2.6,2.76,3.55,2,1,3,103
499,David Perron,14.89068627,60.24,7.15,4.78,101,17,8,14,6,56,18,7,1.79,2.14,3.23,1,4,4,81
500,Cody Glass,13.35416667,28.07,3.64,2.49,42,2,3,4,4,22,9,5,0.65,1.19,1.8,0,0,1,36
501,Brandon Saad,15.51754386,73.54,9.17,5.27,125,16,4,15,12,53,38,8,1.71,4.65,2.81,3,6,0,99
502,Brayden McNabb,19.81416667,39.77,1.67,2.34,103,16,3,15,9,58,0,1,1.32,0.0,0.35,2,0,0,59
503,Tyler Myers,19.09333333,44.26,1.75,2.46,107,17,7,7,19,62,2,1,1.26,0.17,0.31,1,1,0,65
504,Brady Tkachuk,19.00428571,159.26,18.06,11.89,242,28,22,21,18,139,49,25,3.47,6.18,8.41,4,7,5,213
505,Jared McCann,16.75131579,104.28,9.44,6.57,196,22,9,14,17,114,16,13,3.57,1.73,4.14,6,3,5,143
506,Nikita Zadorov,18.46527778,54.33,1.57,2.54,114,8,2,14,21,76,0,0,1.57,0.0,0.0,1,0,0,76
507,Jake Bean,16.11315789,47.35,2.38,2.54,114,7,4,14,6,64,2,2,1.48,0.34,0.57,1,1,1,68
508,Daniel Sprong,12.96,106.12,8.53,6.82,184,26,14,9,11,108,28,7,3.09,3.11,2.34,1,6,3,143
509,Jesperi Kotkaniemi,14.78291667,90.06,10.52,6.95,156,17,8,12,21,79,33,11,2.85,4.08,3.59,2,3,4,123
510,Radek Faksa,12.89739583,36.89,5.96,2.58,67,7,8,9,7,33,14,7,1.15,1.95,2.85,1,2,0,54
511,Cal Clutterbuck,13.12008547,32.85,4.33,2.29,55,12,5,15,13,29,8,8,0.78,1.08,2.47,1,3,0,45
512,Jeff Petry,18.53225806,38.81,1.73,2.31,86,11,6,3,15,52,4,0,1.1,0.63,0.0,2,0,0,56
513,Mike Matheson,25.07094017,89.6,4.45,6.23,199,27,8,22,38,114,12,2,2.77,1.22,0.46,4,0,2,128
514,Vince Dunn,23.33290598,74.44,4.16,4.73,195,33,8,23,22,98,5,4,2.45,0.51,1.2,5,1,1,107
515,Kevin Shattenkirk,16.10505051,46.86,2.0,2.81,111,12,4,9,8,57,8,0,1.26,0.75,0.0,2,3,0,65
516,Liam Foudy,9.976923077,10.31,0.96,0.77,24,3,3,3,1,9,5,0,0.31,0.65,0.0,0,0,0,14
517,Alexandre Carrier,18.26898148,33.9,1.7,1.77,75,10,1,6,11,43,4,1,0.99,0.47,0.24,1,0,0,48
518,Alex Vlasic,20.50490196,35.05,1.54,1.82,76,10,3,28,22,44,2,2,0.76,0.25,0.53,1,0,0,48
519,Henry Thrun,18.55333333,18.65,0.58,0.87,37,2,1,6,6,25,1,0,0.5,0.08,0.0,0,0,0,26
520,Zach Benson,15.23611111,55.02,7.4,4.12,90,14,1,16,8,40,20,11,1.51,2.44,3.44,0,3,1,71
521,Calen Addison,17.58558559,46.27,2.02,3.36,123,12,3,7,7,65,2,1,1.5,0.29,0.22,1,0,0,68
522,Ben Chiarot,19.58625,57.83,2.55,2.93,113,11,2,9,10,79,1,2,1.62,0.14,0.79,2,0,1,82
523,Samuel Fagemo,9.820833333,4.88,0.31,0.39,8,1,0,0,1,6,1,0,0.22,0.09,0.0,1,0,0,7
524,Logan Stanley,12.32142857,5.77,0.21,0.29,13,0,1,0,9,8,0,0,0.21,0.0,0.0,0,0,0,8
525,Jack Johnson,14.86097561,43.76,1.89,2.39,106,9,5,7,11,60,2,1,1.29,0.2,0.4,2,0,0,63
526,Riley Nash,11.08333333,0.66,0.01,0.04,1,0,0,0,0,1,0,0,0.01,0.0,0.0,0,0,0,1
527,Louis Crevier,16.14230769,8.14,0.17,0.35,21,3,2,4,5,11,0,0,0.17,0.0,0.0,0,0,0,11
528,Dougie Hamilton,20.975,62.3,3.51,3.43,150,16,5,5,14,81,4,3,1.75,0.48,1.27,3,0,2,88
529,Dylan DeMelo,21.84401709,35.2,1.29,1.79,83,13,2,7,33,47,4,0,0.73,0.56,0.0,1,0,0,51
530,Connor McDavid,21.32401961,111.27,14.36,8.65,209,54,20,37,37,97,37,19,3.58,4.28,6.5,2,8,4,153
531,Denis Gurianov,14.45,2.27,0.21,0.13,3,0,0,0,0,2,1,0,0.08,0.13,0.0,0,0,0,3
532,Blake Wheeler,12.77564103,59.3,6.43,4.07,101,15,3,10,16,62,12,9,2.0,1.41,3.02,2,1,2,83
533,Waltteri Merela,10.58095238,13.41,1.6,1.02,27,0,1,2,2,11,5,2,0.34,0.67,0.6,0,0,0,18
534,Chad Ruhwedel,12.39266667,16.78,0.55,0.86,47,2,1,5,3,24,0,0,0.55,0.0,0.0,1,0,0,24
535,Jordan Eberle,17.42857143,87.42,9.53,6.79,147,18,9,28,9,66,39,10,1.83,4.63,3.08,0,3,1,115
536,Victor Olofsson,11.97688172,47.31,3.71,3.26,84,12,2,10,3,46,15,3,1.16,1.82,0.73,2,2,0,64
537,Evgeny Kuznetsov,19.33529412,57.66,5.86,4.08,110,13,6,16,25,62,14,6,2.01,1.53,2.32,3,1,2,82
538,Tony DeAngelo,14.25238095,29.37,1.04,1.72,66,9,2,6,8,40,1,0,0.85,0.19,0.0,2,0,0,41
539,Morgan Barron,11.12222222,46.86,5.44,2.97,82,12,3,14,5,46,13,6,1.3,1.81,2.33,2,2,4,65
540,Declan Carlile,11.45,0.64,0.03,0.04,1,0,1,0,0,1,0,0,0.03,0.0,0.0,0,0,0,1
541,Marc-Edouard Vlasic,13.75877193,15.33,0.6,0.93,32,1,3,3,8,21,1,0,0.45,0.15,0.0,0,0,0,22
542,Joel Kiviranta,10.10705128,20.02,2.75,1.45,38,5,2,9,2,13,9,4,0.41,1.2,1.14,1,0,1,26
543,Teuvo Teravainen,17.0275,85.19,8.84,5.67,150,22,8,16,17,86,20,10,2.64,2.53,3.67,6,5,3,116
544,James van Riemsdyk,13.76,73.35,11.92,6.94,113,25,14,2,6,49,31,18,1.41,4.27,6.23,0,3,4,98
545,Mason Lohrei,16.85606061,25.31,1.52,1.62,61,6,4,5,13,34,1,2,0.7,0.15,0.66,2,1,0,37
546,Georgii Merkulov,10.57916667,2.29,0.25,0.18,7,0,0,0,0,2,1,0,0.09,0.16,0.0,0,0,0,3
547,Kyle Burroughs,19.34398148,41.75,1.47,2.15,99,4,2,15,5,57,2,0,1.22,0.26,0.0,0,0,0,59
548,Hampus Lindholm,23.98632479,58.21,3.86,3.59,134,13,5,10,23,74,5,4,1.75,0.82,1.3,0,0,1,83
549,Jordan Spence,15.17794118,41.94,2.06,2.69,121,12,4,5,14,56,5,0,1.46,0.6,0.0,0,0,0,61
550,Troy Stecher,19.06064815,39.27,2.35,2.33,104,4,3,8,17,50,5,1,1.21,0.71,0.43,0,1,0,56
551,Sammy Blais,10.12365591,21.68,2.03,1.74,39,7,4,7,12,17,11,0,0.64,1.39,0.0,0,1,0,28
552,Jonah Gadjovich,6.522727273,11.92,1.63,0.85,21,1,3,0,0,9,5,2,0.29,0.81,0.53,0,0,0,16
553,Gustav Forsling,22.25128205,80.16,4.25,4.49,199,16,9,20,20,108,2,5,2.3,0.23,1.72,4,0,1,115
554,Isac Lundestrom,12.09444444,4.22,0.6,0.32,7,0,2,1,1,2,2,1,0.07,0.22,0.31,0,0,0,5
555,Nazem Kadri,18.22541667,138.29,14.81,9.56,253,30,10,25,32,139,29,19,3.98,3.74,7.1,5,3,5,187
556,Johnathan Kovacevic,17.20509259,32.56,2.53,1.85,90,7,4,4,27,36,5,4,0.7,0.74,1.09,4,0,1,45
557,Jean-Gabriel Pageau,15.67136752,54.78,7.0,3.67,92,17,5,14,17,48,16,10,1.38,2.19,3.43,0,2,2,74
558,Travis Boyd,9.621875,12.71,1.17,1.08,26,8,5,1,3,11,7,0,0.39,0.77,0.0,1,1,0,18
559,Bowen  Byram,20.32991453,49.55,2.86,2.84,124,12,1,8,21,61,5,3,1.45,0.46,0.95,4,2,0,69
560,Craig Smith,10.27222222,60.71,5.61,3.89,112,5,4,13,12,63,14,7,1.76,1.55,2.3,0,1,3,84
561,Vinnie Hinostroza,9.75,22.67,1.54,1.44,35,3,1,7,0,22,9,0,0.41,1.13,0.0,0,1,0,31
562,Cole Perfetti,14.38376068,83.68,10.58,6.66,145,26,12,12,8,68,26,18,1.72,2.94,5.91,1,2,9,112
563,Rasmus Kupari,9.026666667,18.15,1.29,1.23,30,1,3,3,3,20,4,1,0.44,0.55,0.3,0,0,0,25
564,Zach Bogosian,15.76666667,30.45,1.1,1.67,75,4,1,4,9,42,2,0,0.84,0.26,0.0,1,0,0,44
565,Jonas Rondbjerg,10.93888889,7.45,1.81,0.48,13,3,1,3,2,7,0,3,0.23,0.0,1.58,0,0,1,10
566,Lars Eller,14.95299145,82.02,9.29,5.48,143,13,9,17,13,83,17,14,2.45,2.3,4.54,1,4,2,114
567,Brent Burns,21.53,109.11,5.46,5.8,275,23,14,10,22,141,5,6,2.49,0.59,2.38,2,2,4,152
568,Adam Lowry,15.92307692,62.92,10.46,4.56,104,18,9,11,12,46,27,14,1.67,3.58,5.21,1,4,3,87
569,Declan Chisholm,11.55,0.0,0.0,0.0,2,1,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
570,Jaret Anderson-Dolan,10.30833333,6.21,0.5,0.44,16,2,1,1,4,6,2,0,0.26,0.25,0.0,0,0,0,8
571,Jonathan Marchessault,17.47583333,128.08,13.99,9.08,235,28,13,21,22,117,44,12,3.11,5.31,5.57,5,6,6,173
572,Jake Evans,15.05299145,38.6,3.99,2.81,80,12,5,16,18,39,14,3,1.5,1.65,0.84,1,1,0,56
573,Conor Timmins,16.24487179,11.09,0.87,0.67,27,6,2,7,10,15,0,1,0.43,0.0,0.44,1,0,0,16
574,Jordan Staal,15.6325,65.43,7.25,4.77,112,12,7,12,14,58,27,6,2.31,3.4,1.54,1,4,0,91
575,Anthony Mantha,13.67990196,59.58,6.48,4.48,96,18,9,12,9,52,23,6,1.69,2.8,2.0,3,6,2,81
576,Thomas Bordeleau,13.11666667,5.69,0.7,0.38,9,2,1,0,0,4,3,1,0.1,0.29,0.31,0,1,0,8
577,Phillip Danault,17.43055556,77.33,8.79,5.51,137,21,14,6,18,75,25,7,2.55,3.2,3.04,2,2,3,107
578,Jamie Benn,15.07051282,64.25,9.08,5.29,115,26,11,29,12,41,30,13,1.39,3.52,4.17,1,4,3,84
579,Walker Duehr,7.894117647,13.81,1.02,1.03,22,4,3,1,3,13,4,1,0.39,0.43,0.21,0,1,0,18
580,Elias Lindholm,20.93208333,108.51,11.26,8.27,188,25,12,26,17,114,19,16,3.37,2.28,5.6,3,1,4,149
581,Pavel Mintyukov,18.22521368,54.82,5.17,3.46,115,18,10,8,15,60,10,6,1.61,1.33,2.24,2,0,0,76
582,William Eklund,18.27991453,63.12,8.23,5.14,118,17,11,13,14,51,26,11,1.65,3.18,3.41,2,3,2,88
583,Mikko Rantanen,23.09430894,148.94,16.81,11.06,280,51,8,21,23,147,52,13,5.18,5.98,5.64,10,4,7,212
584,Devon Toews,24.35203252,71.58,3.31,4.39,165,24,9,29,24,94,6,2,2.21,0.66,0.44,5,1,0,102
585,Tobias Bjornfot,14.41666667,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
586,Chandler Stephenson,17.93472222,43.84,5.27,3.4,75,19,2,11,9,35,19,6,1.4,2.31,1.57,2,3,1,60
587,Lukas Reichel,14.64444444,53.68,5.33,3.89,94,8,7,20,22,56,10,6,1.84,1.17,2.31,1,1,1,72
588,Alexey Toropchenko,12.05526316,47.26,7.12,3.32,84,10,4,8,6,34,18,12,1.1,2.26,3.76,2,2,2,64
589,Mike Hoffman,14.47307692,45.99,5.4,3.13,93,13,4,19,7,43,12,7,1.39,1.44,2.57,1,4,3,62
590,Calvin de Haan,16.1412037,39.02,1.05,2.02,104,4,3,8,19,56,0,0,1.05,0.0,0.0,1,0,0,56
591,Tyson Jost,10.85172414,32.89,2.83,1.82,54,4,2,8,2,35,6,3,1.02,0.75,1.06,1,1,0,44
592,Linus Karlsson,10.14583333,4.54,0.76,0.4,8,0,2,1,0,4,1,1,0.11,0.1,0.55,0,0,0,6
593,Roby Jarventie,7.521428571,5.1,0.92,0.36,8,1,0,1,3,2,1,3,0.03,0.17,0.72,0,0,0,6
594,Logan O'Connor,14.58119658,62.43,8.95,4.72,113,15,5,31,7,45,28,12,1.81,3.71,3.43,1,2,3,85
595,Evgenii Dadonov,13.60945946,64.25,6.97,4.77,112,17,7,14,10,64,14,9,2.13,1.61,3.22,3,2,4,87
596,Anthony Beauvillier,14.1018018,69.54,6.31,4.73,123,14,11,24,5,75,17,5,2.62,2.08,1.61,2,1,1,97
597,Jordan Oesterle,14.26309524,12.46,0.82,0.79,34,2,1,0,2,17,1,0,0.62,0.2,0.0,0,0,0,18
598,Ridly Greig,14.14266667,32.09,3.99,2.23,62,11,3,9,8,32,10,5,0.75,1.19,2.05,0,2,2,47
599,Tyson Foerster,16.92222222,86.37,8.77,6.1,152,15,10,21,4,78,32,8,2.08,3.68,3.01,1,3,1,118
600,Brandt Clarke,15.71666667,2.42,0.13,0.09,3,0,0,0,0,3,0,0,0.13,0.0,0.0,0,0,0,3
601,Jake Walman,19.81621622,66.22,2.85,3.63,149,17,7,9,19,87,5,2,1.75,0.6,0.5,8,1,0,94
602,Nic Petan,11.37666667,9.56,1.19,0.76,17,2,1,2,0,9,1,2,0.34,0.16,0.69,0,0,0,12
603,K'Andre Miller,22.12972973,46.47,4.16,2.7,102,16,6,22,13,54,5,7,1.16,0.57,2.44,5,1,1,66
604,Alex Tuch,19.09646465,96.65,11.63,7.09,158,27,5,34,11,86,28,17,2.56,3.55,5.52,2,3,5,131
605,Christian Fischer,10.62972973,37.96,3.86,2.78,60,8,6,7,10,36,11,4,0.92,1.32,1.62,0,0,2,51
606,Martin Fehervary,18.821875,30.27,1.57,1.64,62,7,2,3,9,37,3,2,0.69,0.3,0.57,1,1,0,42
607,Jake McCabe,20.07419355,37.42,1.48,1.88,85,11,4,8,19,47,4,0,1.12,0.35,0.0,1,0,0,51
608,Dakota Joshua,13.6042735,47.59,7.43,3.85,79,19,3,13,17,31,23,10,1.2,3.13,3.1,2,4,4,64
609,Dylan McIlrath,6.366666667,1.28,0.04,0.08,2,0,0,0,0,2,0,0,0.04,0.0,0.0,0,0,0,2
610,Bobby McMann,9.494791667,23.03,1.83,1.41,41,4,2,3,2,24,6,1,0.64,0.98,0.21,0,1,0,31
611,Nikolai Knyzhov,17.64166667,6.18,0.17,0.36,19,1,2,3,2,9,0,0,0.17,0.0,0.0,0,0,0,9
612,Dominic Toninato,9.335714286,8.65,1.44,0.54,15,4,2,1,3,5,3,3,0.19,0.3,0.95,0,0,1,11
613,Brock Faber,24.77991453,61.27,3.73,3.97,149,19,5,8,20,82,3,3,2.16,0.32,1.26,2,0,0,88
614,Cale Makar,24.75324074,115.32,8.33,7.86,255,48,6,36,20,145,11,9,3.95,1.13,3.25,6,0,3,165
615,Andreas Englund,13.19768519,20.86,0.87,1.02,56,7,5,1,11,27,2,0,0.58,0.29,0.0,0,1,0,29
616,Olli Maatta,14.89583333,18.29,0.67,0.9,48,8,1,3,10,23,2,0,0.48,0.18,0.0,1,0,0,25
617,Filip Hronek,23.73083333,84.84,3.58,5.23,188,32,10,11,31,119,3,1,2.69,0.29,0.6,0,1,1,123
618,Jack Eichel,20.58541667,159.6,16.0,10.34,264,42,16,47,28,152,39,22,4.42,4.61,6.98,8,5,5,213
619,Conor Sheary,10.69347826,18.65,1.91,1.46,36,8,2,1,1,17,4,3,0.58,0.57,0.75,0,1,0,24
620,Pontus Holmberg,9.510606061,6.27,0.78,0.4,19,2,1,3,2,6,2,1,0.24,0.31,0.23,0,0,0,9
621,Sebastian Aho,19.51486486,104.19,12.46,7.28,186,46,9,18,22,98,33,16,3.11,3.93,5.42,3,6,6,147
622,Arthur Kaliyev,13.73020833,80.45,7.66,5.29,155,14,10,9,11,91,13,9,2.58,1.52,3.55,0,0,6,113
623,Scott Mayfield,19.25,23.54,0.77,1.1,60,4,3,5,23,31,1,0,0.64,0.12,0.0,0,0,0,32
624,Isaak Phillips,17.64285714,25.88,1.1,1.4,56,5,0,10,16,33,4,0,0.62,0.47,0.0,0,0,0,37
625,Brock Boeser,18.785,115.16,19.46,9.23,208,44,11,14,14,89,40,27,2.9,4.85,11.71,6,5,14,156
626,Trevor Moore,17.47592593,124.98,12.85,9.0,203,26,7,15,12,123,30,15,3.68,4.1,5.07,8,6,3,168
627,Bo Horvat,19.26666667,111.9,11.21,8.1,189,39,11,14,19,114,28,13,3.6,3.41,4.2,7,5,4,155
628,Frank Vatrano,18.26623932,124.22,12.55,7.44,223,28,9,19,13,125,28,16,3.51,3.13,5.91,5,5,8,169
629,Mitchell Stephens,9.01875,9.94,0.63,0.62,17,3,1,2,0,11,3,0,0.24,0.39,0.0,1,1,0,14
630,Kailer Yamamoto,12.22820513,45.27,6.39,3.83,76,12,1,20,4,31,21,8,1.06,2.75,2.59,2,3,2,60
631,Quinton Byfield,15.43518519,85.4,13.25,6.8,144,28,9,21,6,65,25,22,2.01,3.16,8.09,1,5,4,112
632,Stefan Noesen,12.09786325,63.13,8.18,5.24,97,23,3,10,8,61,19,9,2.12,2.59,3.47,3,4,3,89
