,name,minutes/game,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_shotAttempts,I_F_points,I_F_rebounds,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_unblockedShotAttempts
929,Dakota Mermis,13.9,1.33,0.02,0.05,5,0,0,0,0,2,0,0,0.02,0.0,0.0,0,0,0,2
930,Dominik Simon,10.29,82.47,7.76,5.91,138,13,6,22,20,79,32,3,2.57,4.27,0.92,1,2,0,114
931,Jack Eichel,19.39,117.7,11.21,8.25,193,25,5,25,29,120,30,10,3.93,3.68,3.6,4,8,2,160
932,Darnell Nurse,25.05,201.76,10.71,11.37,410,35,8,33,67,255,27,4,6.11,2.96,1.64,4,4,1,286
933,Brendan Gaunce,8.1,43.25,4.64,2.98,71,7,2,8,3,47,10,5,1.68,1.22,1.73,1,2,2,62
934,Blake Coleman,14.82,198.66,20.8,13.13,329,33,13,34,47,180,65,23,5.74,7.71,7.35,5,10,1,268
935,Sidney Crosby,19.97,203.16,26.02,15.46,334,84,20,34,54,181,60,31,6.71,7.01,12.3,11,8,12,272
936,Neal Pionk,21.14,137.91,5.97,9.13,278,34,8,27,68,192,10,1,4.56,1.07,0.34,3,0,0,203
937,Tyson Barrie,18.96,133.06,6.11,9.21,297,41,9,14,43,187,11,2,4.14,1.18,0.79,5,2,0,200
938,Drew Doughty,25.74,88.45,5.94,6.04,183,31,9,9,24,112,11,4,2.93,1.2,1.81,4,0,3,127
939,Brock Boeser,18.57,200.79,25.26,15.03,391,46,16,33,21,198,63,24,7.17,7.44,10.65,8,6,9,285
940,Peyton Krebs,14.58,56.78,4.86,3.95,99,22,1,15,35,56,21,2,1.9,2.24,0.71,1,6,0,79
941,Ryan Dzingel,13.71,33.23,3.86,2.38,58,8,3,13,8,27,14,4,0.93,1.68,1.26,3,1,1,45
942,Andrej Sekera,13.71,23.5,0.83,1.41,53,4,2,3,14,33,2,0,0.54,0.28,0.0,0,1,0,35
943,Calle Rosen,14.33,17.86,0.88,0.98,39,7,1,3,11,22,3,0,0.6,0.27,0.0,1,1,0,25
944,Wayne Simmonds,9.33,78.88,10.32,6.29,133,16,2,15,18,47,47,10,1.66,5.78,2.88,0,2,3,104
945,Ty Smith,17.5,78.41,3.69,4.85,187,20,2,13,40,106,7,2,2.33,0.83,0.53,4,1,0,115
946,Jake Muzzin,20.73,71.25,2.54,4.12,166,14,3,12,44,101,3,0,2.23,0.31,0.0,3,0,0,104
947,CJ Suess,5.71,1.35,0.06,0.08,2,0,0,1,0,2,0,0,0.06,0.0,0.0,0,0,0,2
948,Max Domi,13.04,104.96,11.28,7.2,206,39,13,36,33,106,28,11,3.34,3.49,4.46,2,5,4,145
949,Luke Kunin,13.83,128.83,15.32,9.44,209,22,9,20,17,107,52,17,3.97,6.36,5.0,5,6,2,176
950,Colin Miller,18.98,48.93,1.36,2.95,102,14,6,6,13,73,0,0,1.36,0.0,0.0,2,0,0,73
951,Dillon Heatherington,12.33,4.12,0.7,0.18,9,0,0,0,2,5,0,1,0.05,0.0,0.66,0,0,0,6
952,Aleksi Heponiemi,14.03,6.07,0.62,0.46,8,1,0,3,3,5,3,0,0.18,0.43,0.0,0,0,0,8
953,Kasper Bjorkqvist,8.37,6.36,0.84,0.53,11,1,0,0,0,4,3,1,0.09,0.47,0.29,0,1,0,8
954,Nick Schmaltz,18.25,117.8,14.3,8.45,212,59,10,52,42,110,41,12,3.9,5.37,5.03,7,9,7,163
955,Jacob Peterson,11.06,86.18,9.86,6.1,146,17,6,13,17,72,31,12,2.51,3.91,3.45,1,9,2,115
956,Ryan Reaves,10.65,43.12,4.66,3.34,73,13,5,11,21,37,19,3,1.38,2.35,0.93,2,3,0,59
957,Nikolaj Ehlers,18.07,248.42,22.68,16.99,450,55,26,41,44,259,66,17,8.83,8.19,5.65,14,7,7,342
958,Matt Irwin,12.64,25.49,0.64,1.31,49,4,2,2,7,35,1,0,0.5,0.13,0.0,1,0,0,36
959,Stefan Noesen,14.33,6.6,0.83,0.53,11,0,0,0,3,5,3,1,0.14,0.32,0.37,0,0,0,9
960,Erik Johnson,17.38,110.09,5.62,6.31,236,20,9,33,28,148,7,4,3.09,0.98,1.55,5,1,1,159
961,Tucker Poolman,17.0,42.06,2.02,2.38,104,3,4,7,15,56,4,1,1.3,0.51,0.21,1,0,0,61
962,Parker Kelly,10.58,47.5,5.64,3.26,83,12,3,11,7,39,18,7,1.46,2.16,2.02,4,1,2,64
963,Mark Jankowski,13.64,15.51,1.79,1.02,29,5,1,4,10,14,6,2,0.49,0.79,0.51,1,1,0,22
964,Scott Laughton,16.42,111.83,14.44,8.04,196,30,7,31,40,83,46,19,2.67,5.77,6.01,0,4,7,148
965,Justin Braun,19.55,71.1,2.43,4.05,160,18,4,16,32,100,5,0,1.86,0.57,0.0,5,1,0,105
966,Alex Belzile,10.39,9.93,0.62,0.66,19,0,0,3,5,12,1,1,0.26,0.11,0.24,0,0,0,14
967,Teddy Blueger,15.02,85.3,9.44,5.63,134,28,7,37,22,71,31,12,2.3,3.6,3.54,1,3,5,114
968,Noah Juulsen,14.68,6.16,0.14,0.34,11,2,1,1,5,9,0,0,0.14,0.0,0.0,0,0,0,9
969,Alec Martinez,19.54,30.45,1.13,1.74,69,8,1,8,19,44,1,0,0.99,0.13,0.0,3,0,0,45
970,J.T. Compher,16.32,106.89,16.66,8.26,199,33,10,26,18,88,29,29,3.08,3.47,10.12,4,8,6,146
971,Joel Hanley,11.94,21.98,0.72,1.18,56,6,0,5,14,31,1,0,0.58,0.14,0.0,2,0,0,32
972,Alec Regula,17.88,16.0,0.6,1.04,41,1,0,8,13,23,1,0,0.44,0.16,0.0,1,0,0,24
973,Ryan Johansen,16.57,109.39,16.3,8.63,182,63,8,39,45,97,39,17,3.46,4.62,8.22,7,8,11,153
974,Sam Carrick,11.47,84.14,8.32,5.44,139,19,4,14,14,76,28,10,2.08,3.42,2.83,3,4,4,114
975,Ondrej Palat,16.49,144.28,18.39,10.86,248,49,9,30,25,108,74,15,4.21,8.7,5.47,4,12,2,197
976,Colton Parayko,23.56,125.63,7.35,7.51,244,35,9,51,53,168,10,5,4.27,1.31,1.77,3,0,3,183
977,Mattias Norlinder,12.29,1.29,0.07,0.1,3,1,0,0,0,2,0,0,0.07,0.0,0.0,0,0,0,2
978,Filip Zadina,14.18,148.4,15.43,10.54,284,24,12,24,30,139,55,13,4.54,6.36,4.54,3,3,4,207
979,John Klingberg,22.21,143.41,6.98,9.68,361,47,14,16,86,191,15,3,4.5,1.65,0.84,3,2,1,209
980,Nick Bonino,16.7,133.56,13.86,9.96,211,26,15,50,15,122,45,14,3.52,5.43,4.91,6,6,4,181
981,Mike Matheson,18.8,146.92,7.13,8.72,295,31,10,43,43,194,15,1,4.9,1.85,0.38,10,1,0,210
982,Travis Dermott,15.34,47.05,3.05,3.09,100,7,2,7,26,57,10,1,1.48,1.24,0.33,1,1,0,68
983,Dominik Kubalik,14.52,158.18,18.96,11.17,285,32,11,18,25,152,45,23,4.91,5.55,8.49,3,5,7,220
984,TJ Brodie,21.31,67.15,3.26,3.93,158,28,4,30,62,86,10,1,1.82,1.22,0.22,3,0,1,97
985,Lucas Johansen,12.3,0.65,0.04,0.04,1,1,0,0,0,1,0,0,0.04,0.0,0.0,0,0,0,1
986,MacKenzie Entwistle,10.25,35.07,4.63,2.67,54,12,5,9,10,21,19,6,0.61,2.49,1.53,0,3,2,46
987,Jesse Ylonen,11.57,15.98,1.18,0.95,27,5,5,2,3,17,3,1,0.49,0.4,0.29,1,1,0,21
988,Yegor Chinakhov,12.5,105.05,7.4,6.71,189,14,11,19,19,111,29,3,3.4,3.33,0.68,2,5,0,143
989,Michael McLeod,13.33,77.89,7.04,4.62,126,20,4,46,28,77,25,4,2.36,2.97,1.7,1,3,2,106
990,Joe Snively,11.56,20.98,3.16,1.6,35,7,3,7,1,14,10,3,0.49,1.09,1.58,0,2,2,27
991,Gerry Mayhew,13.18,58.76,6.58,4.2,103,12,5,9,7,42,34,4,1.36,4.15,1.06,6,5,0,80
992,Mathew Barzal,18.02,154.69,15.65,11.43,252,59,9,43,82,145,47,16,4.89,6.05,4.7,7,6,2,208
993,Brian Dumoulin,21.82,90.85,3.9,5.56,185,18,7,34,46,128,6,1,2.7,0.84,0.35,3,0,0,135
994,Justin Danforth,12.57,77.91,8.64,5.39,131,14,6,15,2,68,26,12,2.17,3.21,3.27,0,2,8,106
995,Klim Kostin,9.02,31.23,2.76,2.18,60,9,4,9,16,29,13,2,0.92,1.41,0.43,3,1,0,44
996,Brad Malone,8.28,6.94,0.68,0.43,11,2,1,0,2,6,2,1,0.23,0.25,0.2,1,0,0,9
997,Cole Perfetti,14.15,24.66,2.88,1.83,48,7,1,7,5,21,12,1,0.71,1.73,0.44,1,1,0,34
998,Liam O'Brien,9.48,37.06,3.97,2.62,67,3,5,6,8,33,14,4,1.16,1.45,1.36,1,0,1,51
999,Cody Glass,11.41,8.28,0.94,0.6,15,1,0,1,2,7,4,1,0.27,0.41,0.27,0,0,0,12
1000,Anton Blidh,10.73,26.69,2.56,1.69,46,9,5,6,6,26,7,3,0.8,0.95,0.81,2,0,0,36
1001,Ryan Lomberg,11.41,89.57,9.36,6.12,162,18,7,18,9,85,30,8,3.14,3.54,2.67,4,3,2,123
1002,Ryan Ellis,22.8,5.48,0.2,0.31,13,5,0,2,5,7,1,0,0.1,0.1,0.0,0,1,0,8
